"LSOA21CD","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Output_Area_to_Lower_layer_Supe.MSOA21CD","Total annual income.Total annual income (£)","LAD24CD","202425_local_authority_district.attainment8_average"
"E01029770","31958","10","30072","9","27481","9","29825","9","23859","8","31460","10","25011","8","33154","10","E02006205","54970","E07000198","42.8"
"E01029771","25773","8","28308","9","23382","7","24690","8","19951","6","19829","6","21256","7","13390","4","E02006207","44061","E07000198","42.8"
"E01029772","22591","7","19931","6","19363","6","18166","6","18746","6","30824","10","22740","7","14391","5","E02006207","44061","E07000198","42.8"
"E01029773","29864","9","30125","9","26835","8","22226","7","29989","9","26059","8","21406","7","20828","7","E02006207","44061","E07000198","42.8"
"E01029774","15425","5","15204","5","13548","5","17023","6","14350","5","7742","3","29621","9","10757","4","E02006206","44462","E07000198","42.8"
"E01029775","27260","9","31799","10","25391","8","23511","7","23528","7","31219","10","10707","4","15516","5","E02006211","53131","E07000198","42.8"
"E01029776","29823","9","32491","10","29703","9","28952","9","28053","9","28954","9","11032","4","17392","6","E02006211","53131","E07000198","42.8"
"E01029777","23555","7","22230","7","21035","7","17331","6","23814","8","29163","9","14917","5","16264","5","E02006211","53131","E07000198","42.8"
"E01029778","17346","6","23307","7","22821","7","19564","6","21987","7","14714","5","6005","2","3244","1","E02006215","48909","E07000198","42.8"
"E01029779","30041","9","31269","10","26690","8","22693","7","28474","9","29276","9","15313","5","27016","9","E02006212","46409","E07000198","42.8"
"E01029780","25025","8","24432","8","19868","6","23133","7","16723","5","23342","7","19246","6","28403","9","E02006212","46409","E07000198","42.8"
"E01029781","23974","8","21718","7","19670","6","15789","5","20059","6","27818","9","20388","7","27003","8","E02006214","41981","E07000198","42.8"
"E01029782","8008","3","8423","3","7212","3","6512","2","4819","2","9425","3","19998","6","17997","6","E02006213","48152","E07000198","42.8"
"E01029783","9618","3","10526","4","7660","3","7700","3","8921","3","7142","3","29360","9","12129","4","E02006214","41981","E07000198","42.8"
"E01029784","28998","9","28737","9","25634","8","23587","7","23946","8","32591","10","18194","6","21771","7","E02006216","52583","E07000198","42.8"
"E01029785","30535","10","31616","10","28208","9","23096","7","28245","9","31583","10","17332","6","22718","7","E02006216","52583","E07000198","42.8"
"E01029786","28506","9","26925","8","25643","8","23026","7","23680","8","33446","10","21795","7","17573","6","E02006214","41981","E07000198","42.8"
"E01029787","11070","4","11383","4","8553","3","10681","4","8286","3","11618","4","30021","9","10427","4","E02006214","41981","E07000198","42.8"
"E01029788","25513","8","30333","9","28894","9","27739","9","27241","9","32995","10","4651","2","8686","3","E02006216","52583","E07000198","42.8"
"E01029789","19065","6","25685","8","21195","7","15976","5","21028","7","28166","9","4717","2","6815","3","E02006215","48909","E07000198","42.8"
"E01029790","22784","7","21968","7","19779","6","18666","6","18402","6","28598","9","11183","4","25224","8","E02006216","52583","E07000198","42.8"
"E01029791","23543","7","25341","8","25728","8","24927","8","22972","7","24548","8","10841","4","7182","3","E02006216","52583","E07000198","42.8"
"E01029792","27431","9","29800","9","28874","9","25421","8","28340","9","32204","10","6962","3","14197","5","E02006209","52589","E07000198","42.8"
"E01029793","23359","7","22436","7","24355","8","17522","6","23740","8","30325","9","9726","3","14981","5","E02006209","52589","E07000198","42.8"
"E01029794","25740","8","30208","9","29842","9","22414","7","29075","9","30089","9","5944","2","9498","3","E02006212","46409","E07000198","42.8"
"E01029795","16730","5","24820","8","19451","6","23570","7","21883","7","26745","8","1656","1","4020","2","E02006213","48152","E07000198","42.8"
"E01029796","16883","6","20725","7","21228","7","13191","4","19498","6","29957","9","3268","1","7730","3","E02006213","48152","E07000198","42.8"
"E01029797","11848","4","25906","8","27815","9","15323","5","29300","9","16982","6","98","1","230","1","E02006204","43159","E07000198","42.8"
"E01029798","19616","6","20270","7","16130","5","16252","5","20954","7","14606","5","19641","6","14167","5","E02006215","48909","E07000198","42.8"
"E01029799","28931","9","28957","9","25814","8","23965","8","26286","8","26046","8","16015","5","24692","8","E02006215","48909","E07000198","42.8"
"E01029800","28343","9","29422","9","24135","8","23926","8","21934","7","25997","8","20449","7","22314","7","E02006215","48909","E07000198","42.8"
"E01029801","15038","5","27693","9","25400","8","23508","7","31939","10","27376","9","624","1","379","1","E02006210","46658","E07000198","42.8"
"E01029802","18224","6","31687","10","28244","9","25046","8","24413","8","27368","9","1726","1","1173","1","E02006205","54970","E07000198","42.8"
"E01029803","19728","6","30195","9","23918","8","23114","7","26845","8","30852","10","2379","1","2979","1","E02006210","46658","E07000198","42.8"
"E01029804","8536","3","12695","4","10304","4","10045","3","11234","4","6100","2","33299","10","393","1","E02006208","37859","E07000198","42.8"
"E01029805","28005","9","27818","9","25938","8","23553","7","20044","6","22404","7","29586","9","17512","6","E02006209","52589","E07000198","42.8"
"E01029806","25444","8","25860","8","20631","7","18511","6","23016","7","26149","8","31715","10","12676","4","E02006204","43159","E07000198","42.8"
"E01029807","12417","4","13245","4","7813","3","13932","5","8395","3","16060","5","29557","9","11735","4","E02006208","37859","E07000198","42.8"
"E01029808","10047","3","10631","4","8870","3","4752","2","7423","3","16861","5","31773","10","12157","4","E02006204","43159","E07000198","42.8"
"E01029809","5766","2","4882","2","4462","2","1954","1","8211","3","10812","4","23677","8","23486","7","E02006204","43159","E07000198","42.8"
"E01029810","8542","3","8862","3","6749","2","3823","2","6928","3","12195","4","29378","9","21100","7","E02006204","43159","E07000198","42.8"
"E01029811","12876","4","12761","4","9726","3","8382","3","11322","4","17590","6","32409","10","11714","4","E02006208","37859","E07000198","42.8"
"E01029812","8247","3","10574","4","7512","3","7357","3","10464","4","9629","3","33075","10","1778","1","E02006208","37859","E07000198","42.8"
"E01029813","27129","9","29445","9","25743","8","18706","6","23516","7","32508","10","16156","5","15288","5","E02006209","52589","E07000198","42.8"
"E01029814","18095","6","19649","6","18741","6","20390","7","16398","5","15102","5","31829","10","3106","1","E02006208","37859","E07000198","42.8"
"E01029815","28321","9","28465","9","24309","8","20735","7","22262","7","27085","9","26492","8","21011","7","E02006209","52589","E07000198","42.8"
"E01029816","31135","10","30274","9","28389","9","21938","7","25741","8","30054","9","25608","8","28261","9","E02006209","52589","E07000198","42.8"
"E01029817","12751","4","25830","8","26439","8","14398","5","27892","9","30664","10","433","1","141","1","E02006210","46658","E07000198","42.8"
"E01029818","30093","9","30869","10","27698","9","24387","8","24343","8","28482","9","18943","6","24414","8","E02006212","46409","E07000198","42.8"
"E01029819","28238","9","30419","10","24518","8","20107","6","28343","9","29795","9","16058","5","18582","6","E02006212","46409","E07000198","42.8"
"E01029820","19001","6","13900","5","16997","6","12139","4","16994","6","28375","9","15911","5","31230","10","E02006219","52450","E07000199","40.8"
"E01029821","19362","6","20930","7","16507","5","14251","5","19949","6","20061","6","18360","6","11314","4","E02006219","52450","E07000199","40.8"
"E01029822","31385","10","30121","9","30978","10","26129","8","25330","8","26888","8","21741","7","27199","9","E02006219","52450","E07000199","40.8"
"E01029823","22341","7","23439","7","18124","6","12701","4","18141","6","24906","8","30280","9","16749","5","E02006220","45456","E07000199","40.8"
"E01029824","3956","2","4263","2","2872","1","1102","1","7415","3","5208","2","15349","5","27701","9","E02006219","52450","E07000199","40.8"
"E01029825","25221","8","24176","8","23828","8","12307","4","21562","7","27980","9","28113","9","20101","6","E02006222","46077","E07000199","40.8"
"E01029826","23536","7","22563","7","20949","7","12266","4","18004","6","28298","9","25863","8","23019","7","E02006222","46077","E07000199","40.8"
"E01029827","4686","2","5868","2","4968","2","826","1","3300","1","14250","5","18802","6","19510","6","E02006222","46077","E07000199","40.8"
"E01029828","3041","1","2816","1","3398","2","867","1","5052","2","7113","3","17274","6","9507","3","E02006222","46077","E07000199","40.8"
"E01029829","13545","5","13808","5","12778","4","8662","3","11042","4","7262","3","26823","8","22460","7","E02006226","53216","E07000199","40.8"
"E01029830","10662","4","11334","4","10033","3","7300","3","7683","3","13857","5","27349","9","9350","3","E02006222","46077","E07000199","40.8"
"E01029831","10999","4","10957","4","8347","3","7760","3","10587","4","13678","5","31115","10","10435","4","E02006220","45456","E07000199","40.8"
"E01029832","21027","7","19452","6","17756","6","11095","4","18786","6","18246","6","28727","9","26147","8","E02006220","45456","E07000199","40.8"
"E01029833","21925","7","19647","6","18796","6","18057","6","12467","4","19235","6","27889","9","29087","9","E02006221","53940","E07000199","40.8"
"E01029834","10261","4","10916","4","7897","3","6501","2","9690","3","10869","4","22437","7","17247","6","E02006220","45456","E07000199","40.8"
"E01029835","3035","1","4571","2","3060","1","4694","2","2005","1","5016","2","24911","8","1432","1","E02006218","36436","E07000199","40.8"
"E01029836","16199","5","10666","4","17016","6","13491","4","12305","4","18162","6","21668","7","22985","7","E02006218","36436","E07000199","40.8"
"E01029837","16286","5","15660","5","16043","5","9221","3","11508","4","18922","6","20142","6","21716","7","E02006221","53940","E07000199","40.8"
"E01029838","13323","4","14009","5","15526","5","12902","4","16045","5","5420","2","25828","8","5227","2","E02006221","53940","E07000199","40.8"
"E01029839","32261","10","30737","10","29542","9","27932","9","25728","8","32845","10","22484","7","32828","10","E02006221","53940","E07000199","40.8"
"E01029840","3045","1","1729","1","3294","1","2292","1","4338","2","5381","2","12831","4","20431","7","E02006223","41077","E07000199","40.8"
"E01029841","17850","6","19462","6","15219","5","8755","3","16705","5","13884","5","27905","9","20562","7","E02006219","52450","E07000199","40.8"
"E01029842","2480","1","2178","1","1505","1","1830","1","3875","2","5951","2","12975","4","23866","8","E02006223","41077","E07000199","40.8"
"E01029843","6167","2","5573","2","6181","2","1469","1","6657","2","10826","4","22002","7","28007","9","E02006223","41077","E07000199","40.8"
"E01029844","26018","8","22422","7","25980","8","14908","5","21755","7","21543","7","29486","9","24519","8","E02006220","45456","E07000199","40.8"
"E01029845","308","1","166","1","200","1","404","1","991","1","2662","1","21615","7","27136","9","E02006223","41077","E07000199","40.8"
"E01029846","17561","6","15410","5","19334","6","8048","3","12562","4","21454","7","18270","6","29131","9","E02006217","52770","E07000199","40.8"
"E01029847","30519","10","29629","9","30821","10","23440","7","20291","7","30909","10","17813","6","33472","10","E02006217","52770","E07000199","40.8"
"E01029848","28684","9","26088","8","28590","9","22354","7","18603","6","33388","10","22012","7","23121","7","E02006217","52770","E07000199","40.8"
"E01029849","6902","3","6994","3","3676","2","5435","2","8556","3","11168","4","17405","6","21711","7","E02006218","36436","E07000199","40.8"
"E01029850","8227","3","7026","3","6561","2","4460","2","6210","2","23010","7","21757","7","19315","6","E02006218","36436","E07000199","40.8"
"E01029851","12964","4","11679","4","11069","4","10679","4","11419","4","14212","5","29146","9","10970","4","E02006218","36436","E07000199","40.8"
"E01029852","13785","5","11250","4","9494","3","10418","4","13255","4","19727","6","20888","7","24439","8","E02006217","52770","E07000199","40.8"
"E01029853","17278","6","15176","5","13952","5","14328","5","11711","4","23128","7","27870","9","16980","6","E02006217","52770","E07000199","40.8"
"E01029854","31199","10","25107","8","27856","9","25246","8","30025","9","28860","9","25534","8","32662","10","E02006217","52770","E07000199","40.8"
"E01029855","18885","6","15263","5","15011","5","15751","5","17057","6","23598","7","12627","4","33019","10","E02006224","58077","E07000199","40.8"
"E01029856","22198","7","18945","6","22518","7","9878","3","20342","7","25846","8","20331","7","27430","9","E02006224","58077","E07000199","40.8"
"E01029857","12178","4","12388","4","12322","4","6035","2","12440","4","14414","5","8861","3","26916","8","E02006224","58077","E07000199","40.8"
"E01029858","26656","8","25991","8","22246","7","18770","6","20529","7","28013","9","16784","5","33340","10","E02006224","58077","E07000199","40.8"
"E01029859","3029","1","3207","1","3078","1","1879","1","2302","1","6055","2","7933","3","26444","8","E02006223","41077","E07000199","40.8"
"E01029860","30532","10","31185","10","29593","9","19421","6","26020","8","33453","10","21425","7","23131","7","E02006225","55425","E07000199","40.8"
"E01029861","17953","6","17944","6","16245","5","14773","5","12469","4","20976","7","14718","5","20210","6","E02006225","55425","E07000199","40.8"
"E01029862","29646","9","31008","10","27671","9","22131","7","20857","7","32261","10","17006","6","28648","9","E02006225","55425","E07000199","40.8"
"E01029863","22926","7","21083","7","22755","7","12520","4","21407","7","28753","9","22706","7","14864","5","E02006225","55425","E07000199","40.8"
"E01029864","29508","9","29926","9","26292","8","19576","6","23760","8","31840","10","18192","6","31167","10","E02006225","55425","E07000199","40.8"
"E01029865","27819","9","28325","9","23215","7","19716","6","19338","6","29320","9","22308","7","28186","9","E02006224","58077","E07000199","40.8"
